institution,title,author,publication_date,section,url,text,scraped_at
The Chronicle (Duke University),"Duke finalizes student insurance after initial draft criticized for limited abortion coverage, provider options",Sarah Diaz,2026-06-14,,https://www.dukechronicle.com/article/duke-university-student-health-insurance-plan-aetna-blue-cross-blue-shield-coverage-abortion-providers-healthcare-network-20260614,"When Duke announced last month that it would switch student health insurance plan carriers from Blue Cross Blue Shield to Aetna, some students were caught off guard. Alongside the announcement, an initial draft of the Aetna plan was published, which raised concerns for both graduate and undergraduate students about whether their healthcare options would now be more limited. In particular, students took issue with provisions favoring a small set of healthcare providers and excluding coverage for most abortion care. In response, Duke Graduate Student Union drafted a petition demanding changes to the insurance plan. The petition was signed by over 800 Duke community members, including graduate and undergraduate students, alumni and faculty, and co-endorsed by several additional organizations, including the Duke chapter of Planned Parenthood, Sunrise Duke and the Duke Faculty Union, said Riley Wolfe, a doctoral student in history and an organizing co-chair of DGSU. “Many aspects of this new plan present serious inequities for our University, especially to those workers who are the most vulnerable: those with chronic illnesses, those with children and dependents, and those in need of critical reproductive care,” the petition said . Then, on June 8, the same day the petition was delivered to administrators, Duke released a finalized version of the Aetna plan. Although the new plan seemed to directly address some of the concerns laid out by students — for example, it now provides coverage for abortion care — it left other worries unresolved. Rezin Davis, Student Affairs’ director of marketing and communications, wrote in a June 8 email to The Chronicle that the shift from Blue Cross Blue Shield to Aetna was part of the University’s annual review of student medical insurance plans, a process intended “to help manage rising healthcare costs while continuing to provide strong coverage for students.” The announcement described Aetna as bringing “a wealth of student insurance experience,” citing more than 40 years of experience serving colleges and universities. Aetna had already been the carrier for Duke students’ dental coverage and Davis added that the insurance company “offers resources and support specifically designed for student populations.” However, this didn’t stop students’ concerns. For one, compared to the Blue Cross Blue Shield plan, the new Aetna plan incentivizes students to use certain in-network providers, known as Select Care services. These Select Care providers are Duke Health, WakeMed and THN-Cone Health Network, although the initial plan only included Duke Health and WakeMed in the Select Care category. Practically, this means higher costs for in-network providers that are not one of those three. With Blue Cross Blue Shield, there were no individual or family deductibles for any in-network providers. But, under the new Aetna plan, while deductibles remain $0 for Select Care providers, other in-network providers now carry a deductible of $250 for individuals and $500 for families. The deductible is waived for in-network providers for certain healthcare services such as a routine physical exam. The difference between Select Care and in-network providers extends to copay costs as well. A physician’s office visit at a Select Care facility only requires a $25 copay, but this price jumps to $35 at other in-network providers. Likewise, an urgent care visit costs $45 with Select Care, but rises to $90 for other in-network providers. For students with chronic illnesses, the distinction between Select Care and other in-network providers might make it more costly to access specialist care unique to specific facilities. Abi Human, a graduate student in the Nicholas School of Environment who lives with a chronic condition, described the difficulties of finding and receiving appropriate treatment. “A lot of times, there is really only a couple doctors who can handle your issue, and they may not be in the Duke healthcare system,” Human said. She shared that the doctor she regularly sees will likely not qualify for Select Care coverage pricing. “I kind of have to choose between what I can afford and what I need for my health,” Human said. The provision could also impact those studying at the Duke Marine Lab in Beaufort, 180 miles away from the University’s main campus. According to Human, these students lack easy access to Duke or WakeMed hospitals and as a result could either pay higher premiums for nearby services, or travel several hours for lower-priced coverage. Even though the final draft added THN-Cone Health to the list of Select Care providers, which Wolfe said was an improvement and helped mitigate student concerns, the options are still limited for Marine Lab students in particular, he added. The petition also took issue with what students saw as missing areas of coverage in the initial plan, primarily a restriction on when abortion care would receive student insurance coverage. Under the Blue Cross Blue Shield plan, benefits for abortion were provided “as allowed by state law for all members.” However, the initial draft of the new Aetna plan excluded both abortion pills and procedures as eligible health services, except in cases of rape, incest or “if it places the woman’s life in serious danger.” In the finalized draft released last week, abortion care will now be covered for students beyond those exceptions. At Select Care providers, Aetna will cover 80% of the cost, dropping to 70% at other in-network providers and 60% for out-of-network ones. The petition also expressed concern about other healthcare areas that received less significant coverage in the new plan than under Blue Cross Blue Shield. Most of these, including vision benefits and mental healthcare, were subsequently included in the final version. For Human, the draft’s initial exclusion of most abortion coverage was worrying, claiming it would make abortion care “virtually inaccessible.” Davis attributed the initial exclusion of abortion care to the draft’s incomplete nature. “Some concerns raised in recent weeks were based on an incomplete draft document that was shared as part of a required review process before benefits were finalized,” Davis wrote. Wolfe was skeptical that the initial exclusion of most abortion coverage was temporary. He believes that the union’s intervention and student outcry prompted the changes seen in the final version. “If you really look at what has changed between those plans, they are things that were in the petition,” Wolfe said. “... Elective abortion coverage, the vision coverage, the expanded network, the mental health copay, these are really specific things that were in our petition.” After the release of the finalized draft, the union met with University administrators June 12 to discuss the new Aetna plan and address their remaining concerns, which include the possibility of a transition period amid the switch to Aetna, removing or expanding visit limits for services like physical therapy and gynecology, and working to ensure accessible coverage for Marine Lab students. Wolfe expressed gratitude for the union’s opportunity to have “a seat at the table,” saying it was not something Duke was obligated to offer them. He said that administrators promised to further communicate with Aetna and student representatives to provide further clarification on the plan’s provisions.",2026-06-16T02:12:32.061454+00:00
The Chronicle (Duke University),"Student Affairs announces major restructuring, brings back dean of students position","Dylan Halper, Ella Moore",2026-06-11,,https://www.dukechronicle.com/article/duke-university-student-affairs-major-restructuring-dean-of-students-mary-pat-mcmahon-clay-adams-libby-skiles-jeanna-mccullers-20260611,"Duke Student Affairs senior leadership will undergo a significant restructuring, with the dean of students position reconsolidated into a single role after nearly two years of being split into three. Mary Pat McMahon, vice provost and vice president of student affairs, announced the changes Wednesday and Thursday in emails to Student Affairs partners and students. With several key Student Affairs roles vacant amid the University’s strategic realignment and cost-cutting initiatives, McMahon wrote that the time was right to consider changes. “The Division remains guided by our goal of ensuring every Duke student feels they truly belong here at Duke,” McMahon wrote. “... As the world around us changes in many ways, the Division of Student Affairs needs to iterate with you all while also sustaining the distinctively impactful, signature elements of what it means to be a Blue Devil,” McMahon wrote. McMahon also told The Chronicle that the restructuring offers a chance for Student Affairs to serve a more “comprehensive” student body from undergraduates to graduate and professional students, considering different “generational needs” and an increased focus on building “healthy habits.” The biggest change is to the dean of students role, which will transition from three positions to one. McMahon wrote that Student Affairs is currently conducting a national search for an associate vice president and dean of students, with a name expected by early fall. After former Dean of Students John Blackshear left Duke in January 2024, Stacey Harris was announced to replace him that summer. However, for unspecified reasons, Harris did not assume the role , and Student Affairs divided the position’s responsibilities among a three-person leadership team. The new, singular dean of students role will be responsible for “a more focused portfolio” than in the past but will still oversee a vast array of programs. These include QuadEx, DukeReach, New Student & Family Programs, the undergraduate Time Away Office and the Office of Student Conduct and Community Standards, among others. The position will also have a new responsibility overseeing Student Involvement and Leadership, which supervises student organizations and fraternity and sorority life, and the Duke International Student Center. McMahon wrote that these were added to the position’s purview due to strategic realignment efforts initiated last summer. The current Dean of Students team — Clay Adams, Jeanna McCullers and Libby Skiles — will transition to new roles. Adams will now serve as assistant vice president for student affairs’ external relations. His position differs slightly from McCullers and Skiles in that he will work under the new dean of students as well as directly with McMahon on development and fundraising. “He has the institutional knowledge, policy, familiarity, process, experience that the next dean is going to need, but he’s also going to have this fundraising piece, external relations ... that’s beyond the dean of students' scope,” McMahon said. Adams will supervise fundraising and development for Student Affairs and manage external projects that involve students, such as the new HomeGrown partnership with Durham, as well as Student Affairs’ partnerships with other offices on campus. He also will focus on expanding the University's support for veteran programs, military affiliates and students with military experience. McCullers will serve as the assistant vice president for strategic initiative and policy. In this position, she will maintain her focus on student policy, which she largely handled as assistant vice president in the Dean of Students' office. Although she will work on broader risk management matters, the new dean of students will be responsible for individual student conduct cases. Skiles will maintain her current title as assistant vice president of student wellbeing, continuing to supervise Student Health, student insurance and Counseling and Psychological Services. She will also co-lead a new team focused on evaluating “student flourishing” on campus. McMahon described the concept of “flourishing” versus “just getting by” as emerging nationwide in the realm of higher education, with institutions such as Harvard University focused on the idea. The University hopes to take a more community-driven approach to this concept, with Skiles’ task force working to “take AI, take belonging, take how people spend time face to face,” and use data-driven practices to create a thriving Duke community, according to McMahon. Beyond the dean of students position, Student Affairs is also conducting an ongoing national search for an associate vice president for resource administration. That role — held by Chris Rossi until the end of May — will remain largely the same: supervising Student Affairs’ finances, budgeting, capital planning and similar domains. McMahon said that she was “pretty confident” that her team would fill these two positions during the summer. Once those searches are complete, Student Affairs will recruit to fill the position of assistant vice president of student affairs and Fannie Mitchell executive director of the Career Center, following Greg Victory’s departure in May. Rachel Coleman is serving in the role on an interim basis during the transition period. McMahon wrote that Student Affairs expects to have a job posting by Sept. 1, and told The Chronicle she has just begun discussions with stakeholders regarding the position. Finally, Student Affairs is also looking for a new chief of staff after Margot Cardamone left in May to join Duke Global as global initiatives lead. The chief of staff position, which oversees operations and communications for Student Affairs, has been posted and applications are being reviewed on an ongoing basis. McMahon wrote that Student Affairs welcomes feedback and encouraged community members to share thoughts about the transition with Senior Advisor Debbie Heida.",2026-06-16T02:12:36.095945+00:00
The Chronicle (Duke University),‘A leader in health AI’: School of Medicine Dean talks integration of artificial intelligence and healthcare,Luca Gragnoli,2026-06-11,,https://www.dukechronicle.com/article/duke-university-school-of-medicine-artificial-intelligence-ai-leader-integration-healthcare-medicine-education-opportunities-20260611,"Dr. Mary Klotman, dean of the Duke School of Medicine and executive vice president for health affairs at the University, discussed the future of health discovery, education and care amid the rise of artificial intelligence at the annual State of the School Address on Wednesday. The address, delivered in the Great Hall at the Trent Semans Center for Health Education, took an optimistic tone overall, expressing excitement about the School's efforts to integrate AI throughout much of what they do. However, Klotman, School of Medicine ‘80, also recognized the challenges AI presents for the medical field specifically. “We have an opportunity to be a leader in health AI, but the leader in responsible, ethical and safe AI,” Klotman said. She pointed to examples of Duke’s own practitioners already employing AI in their research, leading to discoveries such as advanced medical imaging, enhanced drug effectiveness and interpreting data to predict mental illness in young patients. “I think the potential for discovery and implementation is just enormous,” Klotman said. She also acknowledged the role of Chris Lindsell, vice dean of the School of Medicine for data science and AI, in strategizing the implementation of AI across the School. Lindsell assumed the role in April as its inaugural appointee. Part of AI’s integration into the School will be curriculum “reforms” that will teach students how to “lead in a world where AI will be fully integrated” into their professions. “We are all students in AI,” Klotman said. A vision for integrating AI and education connects back to the School’s mission surrounding patient care, Klotman said. The goal is ultimately to support clinicians in delivering better outcomes through improved efficiency and precision. “This is about enabling people to focus more of their time on the work that matters, whether it's research, teaching, patient care,” she said. In a video recording, Dr. Aditee Narayan, vice dean of the School of Medicine for medical and health professions education, shared a plan for implementing “ethical” and “professional” AI usage into the medical curriculum, including the development of large language models to process information from students’ patient notes to inform their learning. However, alongside the potential for implementation in medical practice and research, Klotman recognized concerns about how AI might minimize personal connections in medical care and education. “Our profession is human-to-human,” she said, “[We must] make sure we don't risk that fundamental connection that is so important.” Klotman also contextualized these advancements within the broader landscape of the School of Medicine, which has faced a difficult year and a half amid major federal funding cuts and Duke’s strategic realignment effort . “We have not lost sight of keeping very vigilant in watching what is coming out of our federal funders.” Klotman said. But, “it would be a huge mistake to be distracted and lose sight of strategy ... where the opportunities, particularly with technology and AI, to advance our research mission [are] enormous.” Klotman identified community partnerships as a potential way to alleviate concerns about the adoption of AI within the School. “There is a tremendous amount of mistrust in what these tools might do harm to in terms of patient care, a certain level of fear about what these tools might mean for them, so working with our community partners is probably more important than ever,” Klotman said. She offered examples of a number of collaborative successes, such as the Duke Clinical and Translational Science Institute’s Seed Health Atlas , an AI-powered tool that helps community members and researchers understand health factors across the nation. Klotman closed by sharing a compilation of Duke Health’s recent accomplishments, including consequential innovations in the fields of cancer research and medical education. “I'm excited about what we'll accomplish together and confident in our ability to lead with purpose, integrity and impact,” Klotman said. “What we touch today is the tip of a very large iceberg.”",2026-06-16T02:12:40.226520+00:00
The Chronicle (Duke University),DukeHub requires VPN for off-campus access after IT Security Office alerted to potential ‘active attack’,Dylan Halper,2026-06-11,,https://www.dukechronicle.com/article/duke-university-dukehub-vpn-cyberattack-data-privacy-potential-hack-20260611,"Update June 13: As of June 12, users no longer require a Duke VPN to access DukeHub or DKUHub. Below is the original story. Duke recently started requiring off-campus users seeking to access DukeHub or DKUHub to use a VPN — or virtual private network — after the Information Technology Security Office received indications of an “active attack targeting certain systems.” According to Camille Jackson, director of communications for the Office of Information and Technology, Duke has seen no indications of a risk to student, faculty or staff’s data or accounts. “Out of an abundance of caution, we have taken the proactive and precautionary steps necessary to enhance security protections for our systems and data while we continue to assess the situation,” Jackson wrote in a Wednesday email to The Chronicle. The VPN requirement went into effect Tuesday at 1:56 p.m. Jackson wrote that a “trusted partner” had alerted the IT Security Office to the potential attack. Jackson explained that a VPN “provides an additional layer of protection for both DukeHub and the individuals who use it.” For those that do not have Duke’s VPN, the OIT website maintains instructions to help download, install and set up the service. Although a Wednesday email from the Office of the University Registrar said that if possible, one should download and install the VPN client while still on campus, Jackson wrote that those off campus can still do so, but must first log in to a separate service with their NetID. Over the summer, the primary use for DukeHub among students is for course registration. Shopping carts for first-years opened last week for fall registration, which begins July 29. All other grades can currently use DukeHub for drop/add for both the fall and Summer Session II. Duke most recently experienced a cyber threat last month when it was one of 9,000 schools impacted by a cyberattack on Instructure, the parent company of the online learning platform Canvas. After Instructure struck a deal with the hackers to remove them from the system, Chief Information Security Officer Nick Tripp wrote in a May 12 email that his office had “credible evidence” that affected data included names, contact information, Canvas internal usernames, enrollment information, course-related data and academic term information. At the time, Tripp wrote that Duke had “reinforced its digital security” for Canvas integration with other services and was continuing to monitor the situation closely. Users can access Canvas through DukeHub, though there has been no public indication that the current attack is related to the May incident. Jackson wrote that since this is a developing situation, OIT is still assessing details. She added that if appropriate, more information will be shared with the Duke community, but their office has to be cautious as publicly disclosing information while investigations are underway can sometimes “provide useful information to malicious actors.” OIT said they will provide an update if a VPN connection is no longer required to access DukeHub.",2026-06-16T02:12:43.970182+00:00
The Chronicle (Duke University),"Durham County passes $1B budget, hikes property taxes, increases public school funding by $14 million",Ella Moore,2026-06-10,,https://www.dukechronicle.com/article/duke-university-durham-county-passes-budget-property-tax-hike-funding-increase-public-schools-dps-20260610,"The Durham Board of County Commissioners unanimously approved a $1.05 billion operating budget Monday, including a property tax hike of 2.5 cents and a $14.55 million funding increase for Durham Public Schools. Board chair Mike Lee described the approval of the fiscal year 2026-27 budget as “not easy,” adding that this year’s budget discussions were “passionate, sometimes uncomfortable and always necessary.” Although Durham County has annually increased funding for the school district by over $10 million the last six years, DPS has contended with faltering government support , dropping enrollment, the rise of charter school competition and educator demands for better pay. Without a new state budget , the county has struggled to fill education funding gaps. “We are balancing our residents’ ability to pay [property taxes] also with pressures that we’re having to absorb, because our federal and state partners have shifted how they support the organization,” County Manager Claudia Hager said at Monday’s meeting. In late March, the DPS Board of Education requested $252 million from the county — a $28 million increase from the previous budget. The Durham Association of Educators, the main union representing DPS teachers and staff, asked the county to raise property taxes by 4 cents to fulfill the funding request, according to INDY Week. Vice Chair Nida Allam and Commissioner Michelle Burton proposed an additional 0.25-cent increase to the 2.5-cent raise the county commissioners planned to vote on. But, Lee, alongside commissioners Wendy Jacobs and Stephen Valentine, firmly opposed a tax hike exceeding 2.5 cents. Property taxes support around 60% of the county’s operating budget, and previous tax increases have led to a rise in commercial property funding appeals that made a dent in the City of Durham’s finances. The 2.5 cents property tax increase, sets the county rate at 57.92 cents per $100 of assessed value. According to real estate platform Zillow, the average home value in the Durham municipal area was around $400,000, which would mean a county property tax of $2,316, or an increase of around $100. City of Durham residents also have to pay property taxes to the city government, but the City Council does not plan to raise property taxes in its budget which it's set to vote on next week. Although DAE requested a minimum wage increase from $17.15 to $19.22 for classified workers, or non-teaching, support staff, Lee said that the $14.55 million funding increase for DPS would amount to an $18.22 wage. Commissioners said that the county would try to meet the full demand next year. Though Jacobs acknowledged the “heartbreaking stories” and financial need of DPS classified workers, “the problem is that we have other heartbreaking needs happening,” she said. DPS faces a tough year ahead. North Carolina recently adopted a federal school choice tax credit program that supports enrollment in charter and private schools, meaning DPS will likely lose more funding at the state level as it is increasingly allocated toward charter and private school enrollment. Based on December 2025 data from the Education Law Center, North Carolina spends around $12,000 per student in combined local and state funding, ranking it last in the United States. According to WRAL, the county’s increase brings the local per-pupil funding to $5,998, and with additional state funding stalled, the financial support remains far below the national average. Besides navigating DPS funding gaps, Durham County is tasked with overseeing the county jail, emergency services and various social programs. The county raised its budget by 1.09% overall, building on the county manager’s proposed $1.045 billion budget by $4.33 million. The additional funding will include contributions to a 2% cost of living increase in Durham County employee salaries, a $1.5 million increase in county health insurance costs and several new staff positions in public safety departments. The board also allocated funding increases for Durham Technical Community College — which launched a new admissions partnership with Duke this year — and continued funding for the Hayti Reborn Justice Movement, which runs several programs to reduce recidivism for Durham residents. The budget will take effect July 1. The county plans to provide more detailed documentation of the complete budget in the coming weeks.",2026-06-16T02:12:46.064619+00:00
The Chronicle (Duke University),DukeEngage students were ready to spend the summer in Uganda. Then Ebola broke out,Mia Taubenblat,2026-06-10,,https://www.dukechronicle.com/article/duke-university-engage-uganda-ebola-canceled-dukeengage-kampala-durham-engineering-healthcare-virus-outbreak-20260610,"DukeEngage Uganda was relocated to Durham following an outbreak of a rare type of Ebola in the country and neighboring Congo. The program — set to start June 6 — had to shift course after the University’s Global Travel Advisory Committee officially restricted travel to Uganda on May 18. Students were given less than 48 hours to decide whether or not to continue with the program in Durham, with seven of nine electing to do so. Megan Madonna, DukeEngage Uganda’s program leader and an assistant research professor in the department of biomedical engineering, worked to adjust the program to ensure that student participants could still collaborate with engineering students from Makerere University in Kampala, Uganda, like they had done in years past. The only difference is that the students in each country will now be thousands of miles apart. “This program is all about design with context and constraints, and we are all experiencing this in real time as we pivot [the program],” Madonna said. “There’s a bit of metacognition going on.” According to Associate Director of DukeEngage Inga Peterson, DukeEngage has never had to cancel a program before for public health reasons. Although programs have previously been canceled due to regional conflict, it’s extremely rare that programs have the opportunity to pivot to a new location. Madonna first heard about the Ebola outbreak in an alert from International SOS, a health and security service firm, but hoped it was an isolated incident. She realized that the program might be in jeopardy when the World Health Organization declared a public health emergency of international concern May 17 after two Ebola cases were documented in Uganda. The outbreak is the result of the rare Bundibugyo virus, which does not have an approved vaccine or treatment like the virus responsible for previous Ebola outbreaks. As of June 6, Uganda has reported 19 confirmed cases, including two deaths. The day after the declaration, Duke’s Office of Global Health and Safety notified Madonna that they would not allow students to travel to Uganda. “I’m sad for our collaboration. This is something that’s really special to Duke engineering, and it’s gone on for over 10 years at this point. My biggest hope was to keep this collaboration strong through this,” Madonna said. The fastest and most efficient way for DukeEngage to relocate the program was to rely on a place known to students, faculty and families. Duke’s campus is home to multiple makerspaces, Madonna said, and undergraduates and their families are already familiar with Durham. For sophomore Ana Meza, the news that the program would not be in Uganda less than a month before its start date was frustrating, given that she had put her energy into applying for DukeEngage and committed to the program in November. Yet, Meza still agreed to participate in the program in Durham, saying it felt like a “cool opportunity” for her to work on a project under Madonna, whom she described as a great professor. Although she did not know exactly what the program would look like, since the program directors needed to gauge interest before planning details, Meza heard from other students that they were sticking with the program and she did not want to lose the opportunity to bond with them. “That’s pretty amazing that [the students] are willing to do this, because I know it’s so far from ideal,” Peterson said. “But they’re making this commitment, and we will support them as much as we can.” In past summers, student participants have worked alongside Makerere students to identify unmet needs in local hospitals through visits and designing solutions together in a local makerspace. Peterson noted the tangible difference that students’ innovations make in Ugandan healthcare and the relationship that Duke and Makerere students build with each other. However, the difference in time zones present a new challenge for the cross-university collaboration, with Kampala currently seven hours ahead of Durham. As a result, the program’s model of joint work during the day and team bonding in the evenings had to be flipped. While Duke students are asleep, Makerere students will begin the design process in Kampala and then break for lunch. Then, all students will come together for a four-hour session of co-building and team bonding so students can get to know each other personally. After that, Duke students will have lunch and get back to design work in the afternoon. Zoom will be used for some of the synchronous sessions, and troubleshooting will occur as the program progresses, Madonna added. During a typical summer in Uganda, students live together in one house in Kampala, cooking meals and sharing quality time as a cohort. But with Duke students in Durham, Madonna hopes to exchange recipes between the groups to keep that friendly spirit alive. “It'll be interesting to see what collaboration looks like when you're not physically together,” Meza said. Both Madonna and Peterson lauded DukeEngage Uganda for being able to pivot the program so quickly. “The fact that we are able to continue this program, in a way that we’re not usually able to, I think speaks volumes on how people are trying to commit to working on these challenges,” Peterson said.",2026-06-16T02:12:48.813833+00:00
The Chronicle (Duke University),"Professor Emeritus Cecil Borel remembered as pioneer, inaugural leader of Duke neuroanesthesiology",Luca Gragnoli,2026-06-09,,https://www.dukechronicle.com/article/duke-university-cecil-borel-obituary-death-anesthesiology-school-of-medicine-icu-neuroanesthesiology-critical-care-20260609,"Professor Emeritus Dr. Cecil Borel III is remembered as a key figure in the field of neurocritical care who helped establish Duke’s world-renowned neuroanesthesiology department and neurosurgical intensive care unit. Borel, 75, died May 2. “His legacy of innovation and collaboration continues to influence the standard of care today,” wrote Stacey Hilton, director of communications for the department of anesthesiology at the School of Medicine, in a statement announcing Borel’s passing. Borel earned his medical degree from Drexel University in 1977 and achieved a dual board certification in internal medicine from the Commonwealth University of Pennsylvania and in anesthesiology from Johns Hopkins University. He also completed a fellowship in critical care medicine at the University of Maryland. In a 2020 issue of the BluePrint, Duke anesthesiology’s annual publication, Borel recounted that the challenge of anesthesiology is what drew him to the field. “Ultimately, I enjoyed anesthesiology for what it is itself, the ability to make very difficult procedures possible; anesthetizing patients and bringing them back safely — safely being the key,” Borel said. Borel began his career at Johns Hopkins, where he helped establish the university’s neurosciences critical care unit — one of the first of its kind in the world. In 1993, Borel joined Duke as an associate professor of anesthesiology, establishing the neuroanesthesiology program and a neurosurgical ICU. When neuroanesthesia became an independent division in 1997, Borel became its inaugural leader. He retired in 2012, after nearly 20 years at Duke, becoming a professor emeritus. During his tenure, Borel’s most significant achievements were his expansion of the Neuro-ICU through the strategic recruitment and training of specialists and his multidisciplinary approach to building an ICU team. To make up his unit, Borel gathered experts from internal medicine, neurology, anesthesiology and neurosurgery. Professor of Anesthesiology Nicole Guinn, who is now chief of the neuroanesthesiology division, emphasized Borel’s seminal contributions to the field through his work in the ICU unit. She described in an email to The Chronicle how important Borel was in founding Duke’s Neuro-ICU, a specialized facility dedicated to patients with severe brain and nervous system conditions. His vision helped establish a structured, expert-driven approach to neurological critical care where none had previously existed. Yet, Borel’s impact extends beyond the ICU. In an email to The Chronicle, Professor of Anesthesiology Richard Moon praised Borel’s development of an anesthesia method for sedating patients undergoing awake craniotomies , which allows patients to remain conscious during brain surgery so that surgeons can monitor neurological function in real time and avoid damage to the brain. Moon also lauded Borel's realization of the Duke Neurocritical Care team. Today, the Division of Neurocritical Care includes 14 critical care doctors, many of whom also hold additional areas of specialization in areas like vascular neurology, neuroanesthesiology and neurophysiology. Borel also contributed to the establishment of one of the first acute care nurse practitioner programs in the world. He wanted nurse practitioners to be at the heart of patient care and developed a model to realize that goal. According to Guinn, Borel’s passion for neurocritical care was equal to his commitment to building the field’s future workforce, through the development of important training for nurse practitioners and physician assistants. For his own research in anesthesiology, Borel’s interests centered around critical care for patients with life-threatening neurological illnesses, particularly those that resulted in respiratory dysfunctions. Beyond his medical work, Borel is remembered as an outstanding sailor and boat builder. In 1999, Borel started building the Janetess, a vessel named after his wife Janet. BluePrint described how Borel found “peace in the power of the wind.” His life, as Borel himself told the magazine, was best described by the “marriage between two disparate ideas that fulfilled two of his life’s passions”: his world-class neurocritical care program and his sailboat. “Work can be stressful and building a boat requires exercise, so there was a balance between the two,” Borel told the magazine in 2020. “I’ve learned a lot from the boat, but mainly to persevere.” Borel was also a jazz aficionado, a talented flutist, a former member of a college blues band and an eager painter. “I wouldn’t advise everybody to start building a boat, but don’t forget to take time to have personal interests; allow yourselves to recover, relax and take time for things that make life sweeter,” Borel said in 2020. Duke flags were lowered June 5 in honor of Borel’s life and legacy.",2026-06-16T02:12:52.739536+00:00
The Chronicle (Duke University),Duke HR launches AI chatbot to answer employee questions,Dylan Halper,2026-06-08,,https://www.dukechronicle.com/article/duke-university-human-resources-hr-launches-ai-chatbot-ask-chris-employee-questions-artificial-intelligence-lofton-grantham-20260608,"Duke Human Resources recently debuted a new “employee,” named CHRIS. However, CHRIS is not a human, but an artificial intelligence chatbot. The chatbot — officially named Ask CHRIS , short for Chat with HR Information Systems — is designed to organize complex information about HR policies, benefits, programs and more, so that University employees can more easily receive answers or be directed to the right office for any work-related questions. “As technology continues to progress, we're always looking at ways to figure out how we can find a way to incorporate it into our normal personal lives as well as our working life,” said Antwan Lofton, vice president of human resources and chief human resources officer. Paul Grantham, assistant vice president for work culture and communication services, explained that the idea for Ask CHRIS emerged around a year ago, in line with the Provost’s Initiative on AI . Since then, Duke has moved to integrate AI throughout campus life, granting undergraduates free, unlimited access to ChatGPT-4o, launching the DukeGPT chatbot and beginning construction on a small data center to enhance research. In the spring, the AI at Duke steering committee released a report calling for the University to cultivate a “unified institutional identity” around AI and seek innovative pathways to remain a nationwide leader on the issue. Ask CHRIS was developed in Microsoft Copilot by Duke Human Resources and the Office of Information Technology. The chatbot’s knowledge base primarily contains information aggregated from the HR website, along with frequently asked questions the HR office receives, since it can be difficult for employees to navigate the HR website themselves to find answers. “There’s so many offices that sit within human resources ... it could take a normal employee anywhere from five to 10 minutes to try to go through the website to find where these areas are,” Lofton said. Ask CHRIS also provides more personalized responses than the HR website by requiring users to log in with their Duke NetID. For example, Grantham said that if an employee wanted to know about their benefit accrual rating, the chatbot could use the general policy and combine it with information about the employee’s department and how long they have worked at Duke to provide the correct answer. “That’s a really helpful piece that I think makes this chatbot different than something like Gemini,” Grantham said. Grantham also noted that there are privacy protections in place to prevent improper use of personal data. He said that the chatbot does not have access to certain information, such as employee salaries, and that Duke’s agreement with Microsoft Copilot requires that any information put into the chatbot does not enter the public domain. Lofton and Grantham said that the introduction of Ask CHRIS is not about taking away existing HR resources but rather should be seen as an “enhancement to all of our jobs.” “This tool allows us to do more of the human relations side of human resources,” Grantham said, adding that most of the time HR employees are responding to “transactional questions” rather than engaging in the “relational” work of consulting, mentoring or providing guidance and support. “This was to add to [what we have], not to take away,” Lofton said. To see how Ask CHRIS worked, The Chronicle conversed with the chatbot. In general, the chatbot responded to HR questions by summarizing the relevant policy, frequently listing steps an employee should take to address their concerns. Most answers also concluded with a link to the policy and contact information for the HR office. By contrast to DukeGPT, which can respond to questions on topics ranging from politics to writing class essays, Ask CHRIS has a much more limited knowledge domain, frequently responding to non-HR-related questions by saying, “I have run into a restriction, can you rephrase the question?” However, like DukeGPT, Ask CHRIS is still susceptible to “ hallucinations ,” the term for when generative AI models produce false results that are either incorrect or simply made up. When asked to name the eateries in the Brodhead Center, it returned names such as “Twisted Taco,” “Tend” and “La Creperie” alongside correct entries. Grantham emphasized that although the tool has gone through months of internal testing, it is still in its pilot phase. He noted that users can provide feedback directly into the chatbot by providing a “thumbs-up” or “thumbs-down” on specific answers. According to Grantham, Ask CHRIS received over 900 queries in the first two weeks of its pilot, and only 2% of responses received a “thumbs-down”. He said that in a “phase two” of the chatbot, it would ideally be integrated with more University systems so that it could answer more complicated questions like how many vacation days an employee has remaining. “This is not the end of [Ask CHRIS], this is just the beginning,” Lofton said.",2026-06-16T02:12:55.098966+00:00
